id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45072326,Modern LUX apartment in the center of Valletta,91262458,Dar,,Valletta,35.89891,14.51455,Entire home/apt,249,2,1,2021-10-25,0.45,1,362,1,
27822459,Kampnar City Living Suite 6,191888158,Claudine,,Valletta,35.8985,14.51026,Private room,72,1,2,2021-01-09,0.13,10,344,1,
48265577,Chateau La Vallette: L-Ghorfa Suite,162228587,Robert,,Valletta,35.90069,14.51283,Private room,81,1,5,2021-09-01,0.85,49,0,5,
51616297,Private bedroom - Lovely & Authentique Townhouse,23123328,Mylène,,Sliema,35.914307,14.505472,Private room,35,2,2,2021-09-20,0.55,2,1,2,
51722910,Private bedroom - Lovely & Authentique Townhouse,23123328,Mylène,,Sliema,35.91391,14.50614,Private room,35,2,1,2021-09-20,0.30,2,1,1,
52431257,Single studio in the heart of Sliema,118990570,Finn,,Sliema,35.9104,14.50467,Entire home/apt,39,2,2,2021-11-28,1.11,41,0,2,
52700195,The Howard - Long/Short term Double Room,426599952,Andreas,,Sliema,35.91416,14.5008,Private room,30,7,1,2021-12-14,1,2,0,1,
52725947,The Howard - Long/Short Term Double Room,426599952,Andreas,,Sliema,35.91547,14.50023,Private room,30,7,0,,,2,0,0,
47211584,3 bedroom - Belmonte - Sliema F5,238081073,Marley,,Sliema,35.91252,14.49607,Entire home/apt,125,2,0,,,14,0,0,
47306506,Beautiful 2BR APT in Sliema Ferries with views 💎,222527557,360 Estates,,Sliema,35.9087,14.50697,Entire home/apt,117,3,3,2021-09-03,0.25,380,2,3,
47740250,"Modern 3 BR APT, with COMFY SOFA & Super WIFI",222527557,360 Estates,,Sliema,35.91302,14.49524,Entire home/apt,169,3,0,,,380,2,0,
49735549,☆ Spacious Seaside Room - Private Bathroom & AC ☆,12346024,Karl,,Sliema,35.908035,14.498709,Private room,70,1,17,2021-12-14,2.24,5,4,17,
49937139,Sliema Center-No2 Loft with maltese balcony,3539396,248 Boutique Studios,,Sliema,35.91122,14.49794,Entire home/apt,100,1,1,2021-09-07,0.26,6,0,1,
49985671,Best spot in Sliema! Beautiful full apartment!!,251534231,Freddy & Eve X,,Sliema,35.91505,14.4987,Entire home/apt,77,28,13,2021-11-01,2.17,11,2,13,
36545817,Cozy room ★ A/C ★ walk to the beach,268958219,Maja,,Sliema,35.91024,14.5037,Private room,41,1,16,2021-09-20,0.54,6,0,5,
36547610,Charming room ★ Maltese balcony ★A/C★ beach nearby,268958219,Maja,,Sliema,35.90916,14.50223,Private room,57,2,42,2021-07-19,1.41,6,0,12,
36589486,Breathtaking 3-bedroom seafront apt in Sliema.,275029532,Fernando,,Sliema,35.91633,14.50292,Entire home/apt,79,1,12,2020-02-25,0.43,3,0,0,
36546472,Comfy room in Sliema ★ A/C ★ walk to the beach,268958219,Maja,,Sliema,35.91035,14.50239,Private room,41,1,32,2021-09-30,1.08,6,0,7,
36646800,Samaria 27: your cosy Maltese vacation house,148525652,Alena,,Sliema,35.91237,14.49969,Entire home/apt,130,4,1,2019-08-24,0.03,2,0,0,
40794587,Urban Oasis Sliema Windsor,166540910,Urban  MT,,Sliema,35.917,14.50022,Entire home/apt,70,2,0,,,12,0,0,
28796796,Kursara Port View Apartment 4,191888158,Claudine,,Valletta,35.89873,14.51728,Entire home/apt,78,1,1,2018-11-25,0.03,10,294,0,
28170138,Ajkla Studio with Balcony,212771466,Wayne,,Valletta,35.90019,14.51357,Entire home/apt,79,1,8,2021-11-06,0.21,13,346,6,
40921343,2 Bedroom Apartment + Back Yard in Sliema,318809265,Daria,,Sliema,35.90999,14.49544,Entire home/apt,68,1,0,,,1,0,0,
51838385,Cheerful one bedroom in the center of Valletta,419929327,Noel,,Valletta,35.89977,14.51445,Private room,95,1,0,,,1,365,0,
53946272,JBO♡ In the heart of Valletta ♡,999963,Vbl,,Valletta,35.89655,14.51203,Entire home/apt,68,2,0,,,13,48,0,
48099657,Central Valletta 1-bedroom Apartment,1774894,ShortLets,,Valletta,35.90099,14.51726,Entire home/apt,120,7,2,2021-10-17,0.42,163,314,2,
41771573,Cosy Valletta Apartment,329997719,Margaret,,Valletta,35.89914,14.51604,Entire home/apt,55,2,5,2021-12-22,0.22,1,354,3,
42133594,Valletta Penthouse-Historical Building (Lucrezia),182758043,Charles Andrew,,Valletta,35.89645,14.51288,Private room,244,1,0,,,10,363,0,
40996513,Comfortable 2Br apartment in the heart of Sliema!,319792141,Bjorn,,Sliema,35.9119,14.49619,Entire home/apt,109,2,1,2020-03-21,0.05,1,0,0,
11013827,10 Strait Street Valletta - Apt 4,57144851,Fiona,,Valletta,35.89757,14.51023,Entire home/apt,215,3,6,2021-11-21,0.16,7,332,5,
41056917,Eclectic*Modern*Spacious Flat Close To Everything!,94536638,Andino,,Sliema,35.9151,14.504,Entire home/apt,98,1,5,2020-11-08,0.28,1,0,0,
41360095,Urban Oasis St Julians 1,166540910,Urban  MT,,Sliema,35.90938,14.49437,Entire home/apt,50,2,0,,,12,0,0,
31620299,SLIEMA MAISONETTE,152445722,Rosemary,,Valletta,35.89549,14.51279,Entire home/apt,35,90,0,,,1,365,0,
48730156,Lovely 1-Bed Apartment in Valletta,310835509,TravelNest,,Valletta,35.89943,14.51118,Entire home/apt,324,1,2,2021-10-10,0.60,6,364,2,
18661036,Harbour View Duplex Penthouse Valletta,98282669,Short Lets,,Valletta,35.89924,14.5168,Entire home/apt,253,7,0,,,30,259,0,
32484503,Vallettastay Old Lodge Apartment 3,243278652,Veronika,,Valletta,35.89994,14.51598,Entire home/apt,119,2,24,2021-10-17,0.73,7,352,10,
44184688,Valletta House close to the Memorial Siege Bell,276066880,Dorothy,,Valletta,35.89927,14.5184,Entire home/apt,125,3,0,,,13,359,0,
37477287,Valletta West Street Studio,230022225,Suzanne,,Valletta,35.90091,14.51025,Entire home/apt,55,1,0,,,8,0,0,
41446138,A cosy side-seaview apartment! Heart of sliema !,173010614,Mohamed,,Sliema,35.91336,14.50174,Private room,35,1,0,,,1,0,0,
41497242,"Cozy double room, private bathroom in Sliema",32885845,Maria,,Sliema,35.91157,14.50377,Private room,25,3,2,2020-03-10,0.09,1,0,0,
41739801,Townhouse sleeps 6+,85416480,Alexandra,,Sliema,35.91402,14.49915,Entire home/apt,80,2,0,,,5,0,0,
41871948,♥♥THE BEST HOUSE IN SLIEMA NEXT TO THE BEACH★★★★★,251534231,Freddy & Eve X,,Sliema,35.91611,14.49954,Entire home/apt,393,2,12,2021-09-22,0.73,11,1,8,
28751813,Ajkla Apartment 5,212771466,Wayne,,Valletta,35.90166,14.51323,Entire home/apt,65,1,10,2021-11-05,0.27,13,254,2,
34667521,Eagle Street Apartment,212771466,Wayne,,Valletta,35.9014,14.5132,Entire home/apt,113,1,7,2021-11-19,1.17,13,351,7,
36712688,Valletta Designer St Paul's Apartment,115832806,Elaine,,Valletta,35.89602,14.51405,Entire home/apt,135,4,15,2020-09-01,0.50,2,8,0,
5026517,Valletta Art pentHouse with seaview,4214727,Maria,,Valletta,35.89911,14.51326,Entire home/apt,133,1,212,2021-12-04,2.58,6,315,14,
42136676,DoubleRoom❤️En-suiteBathroom❤️Balcony❤️NearbyBeach,334294411,Silvy,,Sliema,35.91415,14.49702,Private room,25,1,5,2020-03-07,0.22,1,0,0,
23233305,Centrally located apartment in the heart Valletta,140349828,Denise,,Valletta,35.8977,14.5101,Entire home/apt,60,1,7,2018-10-22,0.15,1,0,0,
48261687,Valletta Period Townhouse,162228587,Robert,,Valletta,35.90079,14.51207,Entire home/apt,99,1,8,2021-11-14,1.34,49,362,8,
1398746,Valletta Apartment - Very Central..,3585451,Franco,,Valletta,35.89846,14.51063,Entire home/apt,58,3,315,2021-12-06,3.09,6,332,30,
5074081,Old Mint No1 - Designer Finished,22195283,Paul - HolidayLetsMaltaGozo,,Valletta,35.89959,14.51128,Entire home/apt,87,5,52,2021-12-29,0.66,30,0,13,
16981162,One bedroom apartment in the heart of Valletta,96971740,Jelena,,Valletta,35.90012,14.51193,Entire home/apt,59,2,201,2021-11-18,3.38,2,236,1,
31816397,"Airbnb Ellul in the heart of Valletta, Double Room",238431096,Mary Anne,,Valletta,35.90144,14.51413,Private room,50,2,16,2021-10-25,0.50,2,362,8,
42211455,Central Sliema Flats,335277569,Michael,,Sliema,35.915,14.50666,Entire home/apt,80,3,0,,,1,0,0,
50538236,Quadruple Studio Room in the center of Sliema,118990570,Finn,,Sliema,35.91,14.50647,Entire home/apt,43,2,9,2021-10-31,1.71,41,0,9,
50539103,Double Room/Studio in the Center of Sliema,118990570,Finn,,Sliema,35.91179,14.50619,Entire home/apt,60,2,8,2021-11-15,2.02,41,0,8,
50539215,Double Room/Studio in the Center of Sliema,118990570,Finn,,Sliema,35.91207,14.50489,Entire home/apt,60,2,5,2021-11-23,1.05,41,0,5,
50539345,Double Room/Studio in the Center of Sliema,118990570,Finn,,Sliema,35.91034,14.50497,Entire home/apt,60,2,9,2021-09-24,1.68,41,0,9,
50539268,Double Room/Studio in the Center of Sliema,118990570,Finn,,Sliema,35.91004,14.50554,Entire home/apt,60,2,4,2021-09-12,0.85,41,0,4,
50539570,Double Room/Studio in the Center of Sliema,118990570,Finn,,Sliema,35.91019,14.50487,Entire home/apt,60,2,7,2021-10-21,1.51,41,0,7,
50539625,Double Room/Studio in the Center of Sliema,118990570,Finn,,Sliema,35.90998,14.5046,Entire home/apt,49,2,12,2021-11-29,2.31,41,0,12,
47189551,Spacious & Central 3BR APT in the heart of Sliema☀️,222527557,360 Estates,,Sliema,35.91265,14.49538,Entire home/apt,157,3,1,2021-08-30,0.25,380,2,1,
43117612,Casa San Carlo Valletta - Azure,39489185,Ken,,Valletta,35.90151,14.51438,Entire home/apt,80,2,9,2021-11-29,0.53,9,325,7,
42080146,Valletta Main Street Apartment DELUXE,333683548,Juergen,,Valletta,35.90013,14.51564,Entire home/apt,99,2,7,2021-10-12,0.31,1,301,4,
38111277,French Room,238257454,Palazzo,,Valletta,35.89775,14.51596,Private room,31,1,2,2021-11-26,0.09,5,151,1,
44072363,Chateau la Vallette: Grandmaster's Suite,162228587,Robert,,Valletta,35.89952,14.51582,Private room,104,1,0,,,49,0,0,
44072364,Chateau La Vallette: St. Elmo Suite,162228587,Robert,,Valletta,35.89952,14.51582,Private room,151,1,0,,,49,0,0,
7676579,Valletta Vintage - ATELIER,1351697,Valletta Vintage,,Valletta,35.90026,14.51624,Entire home/apt,169,2,96,2021-11-21,1.26,6,357,12,
53946097,PCG - Cute Valletta townhouse+distant sea view,999963,Vbl,,Valletta,35.90021,14.51115,Entire home/apt,64,2,0,,,13,59,0,
28751685,Ajkla Apartment 7,212771466,Wayne,,Valletta,35.89964,14.51307,Entire home/apt,66,1,14,2021-10-10,2.18,13,241,14,
26314661,Valletta dream suites -  5 WIGNACOURT - 2 room apt,4653048,Joseph Charles,,Valletta,35.90168,14.51323,Entire home/apt,116,1,16,2021-10-04,0.41,14,286,4,
28856901,La Ruelle - Outstanding Apt in Historic Valletta,217574291,Jonathan,,Valletta,35.90168,14.51323,Entire home/apt,95,2,42,2021-11-28,1.15,1,297,17,
44263263,Central Valletta Rituals Spa and Massage Suite 301,354844784,Valhalla,,Valletta,35.89817,14.50975,Private room,61,1,109,2021-12-06,6.36,8,361,69,
45463322,"Close to the Sea - Double Bedroom, Sliema",91627376,Vladimir,,Sliema,35.91136,14.49773,Private room,50,1,0,,,1,0,0,
47189077,Spacious & Central 3BR APT in the heart of Sliema,222527557,360 Estates,,Sliema,35.91291,14.49555,Entire home/apt,134,3,0,,,380,0,0,
47305765,"Wonderful, 2BR APT just off sunny Sliema ferries ☀️",222527557,360 Estates,,Sliema,35.90944,14.50771,Entire home/apt,145,3,1,2021-09-04,0.26,380,0,1,
47116523,Mercury Six lux Apartment,238081073,Marley,,Sliema,35.91331,14.49738,Entire home/apt,125,2,0,,,14,0,0,
29002394,Valletta premium double room (Lunziata),182758043,Charles Andrew,,Valletta,35.89662,14.51305,Private room,146,1,0,,,10,363,0,
48277220,Valletta - Marianne- Close to St. John's Cathedral,276066880,Dorothy,,Valletta,35.89716,14.51428,Private room,170,1,0,,,13,357,0,
42133953,Valletta Prestige Room - Marienne,182758043,Charles Andrew,,Valletta,35.89613,14.51424,Private room,192,1,0,,,10,363,0,
42132913,Valletta Premium Room with Balcony (Lulu),182758043,Charles Andrew,,Valletta,35.89784,14.51309,Private room,165,1,0,,,10,363,0,
41847962,Double Room in Valletta (Elizabeth),182758043,Charles Andrew,,Valletta,35.89773,14.51322,Private room,146,1,0,,,10,360,0,
9462577,Valletta apartment - City Centre.,3413634,Alison,,Valletta,35.89934,14.51282,Entire home/apt,75,3,144,2021-12-27,2.03,3,118,18,
12245070,Bright Corner 1-Bedroom in the City,8351678,Becky,,Valletta,35.90118,14.5162,Entire home/apt,105,2,140,2021-01-08,2.03,3,0,2,
38924396,Private Room,298035102,Maria Giovanna,,Valletta,35.9006,14.51587,Private room,60,2,0,,,1,87,0,
53944210,"AG3 - Large, bright and stylish - 1BR Apt",142930567,Vrem,,Valletta,35.89808,14.50895,Entire home/apt,56,2,0,,,23,54,0,
51747531,Chateau La Vallette - Grand Harbour Suite,184940976,Sheldon,,Valletta,35.89839,14.51636,Private room,90,1,5,2021-10-12,1.26,9,356,5,
44380191,Central Valletta Rituals Spa and Massage Suite 101,354844784,Valhalla,,Valletta,35.89911,14.51016,Private room,65,1,72,2021-11-29,4.25,8,362,42,
36530937,Hastings Room,238257454,Palazzo,,Valletta,35.89692,14.51511,Private room,59,1,4,2021-12-01,0.15,5,172,2,
44263714,Central Valletta Rituals Spa and Massage Suite 201,354844784,Valhalla,,Valletta,35.89952,14.51106,Private room,65,1,63,2021-12-06,3.71,8,362,44,
44376780,Central Valletta Rituals Spa and Massage Suite 102,354844784,Valhalla,,Valletta,35.89867,14.5092,Private room,65,1,45,2021-11-30,3.00,8,362,32,
27831502,Kampnar City Living Suite 7,191888158,Claudine,,Valletta,35.89846,14.51026,Private room,73,1,2,2021-01-08,0.07,10,347,1,
51696789,Chateau La Vallette - St. Elmo Suite,184940976,Sheldon,,Valletta,35.89833,14.51607,Private room,80,1,7,2021-10-30,1.79,9,354,7,
35344501,Bed & Breakfast in the heart of Valletta - Room 9,209079396,Rose-Marie,,Valletta,35.89866,14.5083,Private room,36,3,59,2021-12-29,1.95,5,362,25,
16988913,Romantic House in Valletta. Free airport pick up.,42248467,Alison,,Valletta,35.90046,14.51639,Entire home/apt,110,4,45,2020-03-12,0.78,2,182,0,
15514635,"2 beds, bedroom in the heart of the Capital City.",66420019,Paul,,Valletta,35.899277,14.51716,Private room,25,2,183,2021-12-03,2.90,2,323,29,
29759578,Private Room in Valletta City Centre,223897270,Hazel,,Valletta,35.89584,14.51276,Private room,50,1,28,2020-02-21,0.76,2,31,0,
43117511,Casa San Carlo Valletta - Rosa,39489185,Ken,,Valletta,35.90016,14.51343,Entire home/apt,80,2,10,2021-11-21,0.60,9,344,9,
31821733,"Airbnb Ellul in the heart of Valletta, Single Room",238431096,Mary Anne,,Valletta,35.90125,14.51534,Private room,26,3,22,2021-11-16,0.68,2,345,12,
19557480,VALLETTASTAY - LOVELY HOUSE DOUBLE ROOM,999963,Vbl,,Valletta,35.89942,14.51739,Private room,104,2,30,2021-11-12,0.62,13,362,19,
28754102,Kampnar City Living Suite 2,191888158,Claudine,,Valletta,35.89848,14.51031,Private room,65,1,5,2020-10-09,0.14,10,191,0,
45233505,Luxury Valletta Suite With Kitchenette,364135429,Olga,,Valletta,35.89812,14.51505,Private room,187,1,14,2021-11-15,0.87,2,348,8,
40882552,De Vilhena Boutique Hotel - Superior Double,317046300,Mark Anthony,,Valletta,35.90079,14.51503,Private room,100,1,0,,,4,0,0,
51589482,"Valletta Central, Private room and Bathroom",80420351,Daniel,,Valletta,35.89649,14.5145,Private room,30,3,12,2021-12-12,2.86,4,313,12,
32187771,Palazzo St.Ursula Caravaggio Room,238257454,Palazzo,,Valletta,35.89839,14.51479,Private room,41,1,32,2021-12-25,1.03,5,171,21,
23851384,"A PALATIAL, BRIGHT & SPACIOUS DUPLEX PENTHOUSE",179140680,Michelle,,Valletta,35.90017,14.5131,Entire home/apt,236,7,32,2021-11-06,0.71,1,238,9,
13108156,"Charming Room in Cultural Valletta, Malta",30781792,Sarah,,Valletta,35.90125,14.51223,Private room,35,3,197,2021-12-13,2.90,1,64,12,
48265158,Chateau La Vallette: Grand Harbour Suite,162228587,Robert,,Valletta,35.90092,14.51113,Private room,92,1,0,,,49,0,0,
37709960,Valletta Apartment Super Location,20894872,Roberta,,Valletta,35.89948,14.51297,Entire home/apt,50,2,22,2021-12-07,0.76,3,56,16,
51059355,Valletta Private Room,744704,Maria Giovanna,,Valletta,35.89868,14.51551,Private room,40,2,18,2021-12-27,3.42,3,342,18,
31699956,1 bed bedroom,66420019,Paul,,Valletta,35.90002,14.51672,Private room,20,2,83,2021-12-08,2.35,2,316,32,
32154285,"Valletta Centre, Designer loft with views",80420351,Daniel,,Valletta,35.89657,14.5148,Private room,71,2,53,2021-10-29,1.54,4,334,12,
27721504,B&B in the heart of Valletta (Guest House - Rm 5),209079396,Rose-Marie,,Valletta,35.89874,14.50811,Private room,56,3,60,2021-11-03,1.52,5,362,15,
36831215,"Valletta, Private room with en-suite with views",80420351,Daniel,,Valletta,35.89686,14.51116,Private room,87,2,62,2021-11-28,2.10,4,324,25,
35341690,Bed & Breakfast in the heart of Valletta - Room 8,209079396,Rose-Marie,,Valletta,35.89956,14.50897,Private room,56,3,25,2021-11-15,0.80,5,361,9,
44376414,Central Valletta Rituals Spa and Massage Suite 202,354844784,Valhalla,,Valletta,35.89801,14.51135,Private room,65,1,95,2021-12-14,5.60,8,360,59,
27698686,B&B in the heart of Valletta (Guest House - Rm 4),209079396,Rose-Marie,,Valletta,35.89874,14.50811,Private room,36,3,73,2021-10-21,1.79,5,355,4,
50438825,Palazzo sant ursula antique room,238257454,Palazzo,,Valletta,35.8984,14.51433,Private room,35,1,24,2021-12-26,4.04,5,348,24,
44376318,Central Valletta Rituals Spa and Massage Suite 302,354844784,Valhalla,,Valletta,35.89974,14.51109,Private room,65,1,65,2021-11-25,3.87,8,360,46,
7119801,Small room with external Private bathroom,744704,Maria Giovanna,,Valletta,35.8996,14.51828,Private room,40,2,20,2021-11-03,0.31,3,301,7,
44136065,Central Valletta Rituals Spa and Massage Suite 402,354844784,Valhalla,,Valletta,35.89867,14.51097,Private room,65,1,56,2021-11-20,3.24,8,360,35,
27697339,B&B in the heart of Valletta (Guest House - Rm 2),209079396,Rose-Marie,,Valletta,35.89866,14.5083,Private room,36,3,68,2021-12-07,1.73,5,363,18,
30982150,"Valletta, Private en-suite Room with Sea views",80420351,Daniel,,Valletta,35.89736,14.51278,Private room,84,2,71,2021-11-30,1.99,4,346,24,
31791529,Palazzo St.Ursula Jacques Suite,238257454,Palazzo,,Valletta,35.89841,14.51568,Private room,64,1,16,2021-12-19,0.48,5,176,4,
24990795,Magnificent Royal Room in a Prestigious Boutique Hotel,182758043,Charles Andrew,,Valletta,35.89735,14.51344,Private room,192,1,10,2019-10-27,0.23,10,365,0,
47914242,Valletta -Victoria- Close to St. John's Cathedral,276066880,Dorothy,,Valletta,35.8982,14.51454,Private room,152,1,0,,,13,357,0,
24934960,Double Room in Valletta (Aurora),182758043,Charles Andrew,,Valletta,35.89733,14.51337,Private room,146,1,6,2019-08-19,0.14,10,365,0,
47794280,Valletta - Anne - Close to St. John's Cathedral,276066880,Dorothy,,Valletta,35.89796,14.51146,Private room,134,1,0,,,13,355,0,
42133201,Valletta Premium room with Balcony (Lucia),182758043,Charles Andrew,,Valletta,35.89659,14.51393,Private room,165,1,0,,,10,363,0,
24240347,Penthouse Suite in Historical Building,182758043,Charles Andrew,,Valletta,35.89733,14.51337,Private room,244,1,3,2019-08-24,0.07,10,365,0,
47916538,Valletta - Lunzjata-Close to St John's Cathedral,276066880,Dorothy,,Valletta,35.89825,14.51471,Private room,102,1,0,,,13,342,0,
26489161,Valletta Seafront,199214535,Lucienne,,Valletta,35.900967,14.511676,Entire home/apt,120,3,5,2021-10-25,0.17,1,297,4,
16609777,Apartment in historical building - Grand Harbour,30541986,Chiara,,Valletta,35.89891,14.51671,Entire home/apt,85,3,96,2020-03-07,1.64,1,303,0,
9160272,Valletta Knights Maisonette,5983246,Sonja,,Valletta,35.89616,14.51189,Entire home/apt,74,1,111,2021-11-26,1.58,3,166,16,
49165680,Restored Townhouse in the Valletta Center,80026249,Zoe,,Valletta,35.90053,14.51275,Entire home/apt,53,2,20,2021-10-30,2.59,3,112,20,
52628409,Double Standard @TheVincentValletta,424423774,Bojan,,Valletta,35.89933,14.51575,Private room,115,1,0,,,4,357,0,
16885865,Super Central Valletta Groundfloor Apartment,3585451,Franco,,Valletta,35.90035,14.51303,Entire home/apt,56,3,141,2021-11-30,2.37,6,307,17,
53929065,HT 2 - One bedroom apartment with roof terrace ☼,142930567,Vrem,,Valletta,35.89854,14.51727,Entire home/apt,128,2,0,,,23,55,0,
43419934,Brand new suite in Valletta,20894872,Roberta,,Valletta,35.8986,14.51329,Entire home/apt,68,2,34,2021-11-22,1.89,3,349,26,
51619905,Myrtle Suite - Valletta ground floor apartment,37860133,Martin,,Valletta,35.89764,14.50871,Entire home/apt,79,2,0,,,1,304,0,
33602333,Paulos Valletta 106,140522442,Giuseppe,,Valletta,35.89861,14.51602,Private room,135,1,3,2019-06-30,0.09,5,327,0,
52859857,Upper Barrakka Suite,2807708,Anna,,Valletta,35.8963,14.51402,Entire home/apt,50,2,0,,,5,260,0,
48275505,Valletta - Lucrezia- Close to St. John's Cathedral,276066880,Dorothy,,Valletta,35.89732,14.51499,Private room,170,1,0,,,13,353,0,
48437075,Hotel Pjazza Merkanti Romance Room Courtyard View,389647876,Keith,,Valletta,35.89817,14.51474,Private room,210,1,0,,,4,360,0,
47792070,Valletta - Lulu - Close to St. John's Cathedral,276066880,Dorothy,,Valletta,35.89628,14.51449,Private room,116,1,0,,,13,357,0,
48437011,Hotel Pjazza Merkanti Comfort Room with Sofa Bed,389647876,Keith,,Valletta,35.89849,14.51382,Private room,231,1,0,,,4,363,0,
47793862,Valletta - Aurora - Close to St. John's Cathedral,276066880,Dorothy,,Valletta,35.89964,14.51277,Private room,102,1,0,,,13,333,0,
12421641,"Valletta Maisonette - 2 Balconies, super location",67185366,Zak,,Valletta,35.89794,14.50908,Entire home/apt,89,3,198,2021-12-19,2.89,1,323,21,
35279423,"cozy, and comfortable, one bed room 
in valetta",265598216,Hassan,,Valletta,35.89631,14.51123,Private room,100,1,0,,,2,243,0,
48437125,Hotel Pjazza Merkanti Presidential Square View,389647876,Keith,,Valletta,35.89849,14.51368,Private room,263,1,0,,,4,363,0,
48261577,Valletta - Layla - Close to St. John's Cathedral,276066880,Dorothy,,Valletta,35.89636,14.51221,Private room,170,1,0,,,13,338,0,
48226237,Valletta - Lucia - Close to St. John's Cathedral,276066880,Dorothy,,Valletta,35.89644,14.51391,Private room,116,1,0,,,13,345,0,
47794115,Valletta -Elizabeth- Close to St. John's Cathedral,276066880,Dorothy,,Valletta,35.90008,14.5112,Private room,102,1,0,,,13,333,0,
48392174,Hotel Pjazza Merkanti Presidential Square View with Balcony,389647876,Keith,,Valletta,35.89708,14.51347,Private room,291,1,0,,,4,364,0,
51736119,Chateau La Vallette - Tritoni Suite,184940976,Sheldon,,Valletta,35.89908,14.5149,Private room,100,1,3,2021-10-07,0.82,9,355,3,
52645934,Deluxe Room @TheVincentValletta,424423774,Bojan,,Valletta,35.90101,14.51702,Private room,155,1,0,,,4,364,0,
19955315,VALLETTASTAY LOVELY HOUSE - SINGLE ROOM,999963,Vbl,,Valletta,35.89934,14.51579,Private room,86,1,4,2021-10-28,0.09,13,116,3,
44072360,Chateau La Vallette: Barrakka Suite,162228587,Robert,,Valletta,35.89952,14.51582,Private room,111,1,1,2020-08-10,0.06,49,0,0,
51726521,Chateau La Vallette - Barrakka Suite,184940976,Sheldon,,Valletta,35.90042,14.51691,Private room,90,1,4,2021-11-01,1.07,9,355,4,
43670815,Valletta studio with amazing views!,348778994,Andrew,,Valletta,35.896072,14.513135,Entire home/apt,109,3,9,2021-11-28,1.85,1,361,9,
40077779,Central Valletta Townhouse with Maltese Balcony,309190828,Jeannette,,Valletta,35.89805,14.51521,Entire home/apt,95,1,39,2021-12-14,1.60,3,362,29,
34666909,Ajkla Mansions Suite 1,212771466,Wayne,,Valletta,35.90047,14.51459,Entire home/apt,76,1,30,2021-11-25,0.99,13,328,23,
20791331,Valletta Luxury Apartment with Panoramic Views,148242440,Umberto,,Valletta,35.89718,14.51348,Entire home/apt,157,2,86,2021-12-28,2.06,6,262,15,
44422367,Modern St Ursula Valletta Apartment,1774894,ShortLets,,Valletta,35.89882,14.51739,Entire home/apt,102,3,9,2021-11-29,0.55,163,267,7,
5650596,Groundfloor Flat Central Valletta,3585451,Franco,,Valletta,35.89995,14.51125,Entire home/apt,62,3,236,2021-12-14,2.90,6,294,29,
18684291,Valletta Boutique Escape,22751496,Antoine,,Valletta,35.90105,14.5144,Entire home/apt,65,5,50,2021-12-12,0.94,4,341,15,
18703785,Valletta Central Suite,2807708,Anna,,Valletta,35.90058,14.51404,Entire home/apt,50,2,96,2021-01-03,1.70,5,241,1,
31553034,Republic Street Apartment,59871645,Jeffrey,,Valletta,35.90016,14.5159,Entire home/apt,56,3,85,2021-12-06,2.43,11,47,25,
53945045,AG2 - Sea view stylish apt- 2 bedroom,142930567,Vrem,,Valletta,35.89794,14.50845,Entire home/apt,141,2,0,,,23,58,0,
31274932,Valletta Rodrigo Apartment,230022225,Suzanne,,Valletta,35.89659,14.509,Entire home/apt,180,1,0,,,8,363,0,
15850302,VALLETTASTAY BASIC DORMITORY HOUSE,999963,Vbl,,Valletta,35.89739,14.50938,Entire home/apt,499,1,4,2021-08-06,0.07,13,219,1,
25850920,Apartment in the cultural city Valletta,141694426,Beppe,,Valletta,35.89889,14.51048,Entire home/apt,110,5,39,2021-10-30,0.94,1,351,6,
16983246,Valletta City Loft ~Prime Location~,8605571,Mickael,,Valletta,35.90113,14.51549,Entire home/apt,95,3,167,2021-12-10,2.91,2,333,19,
12300342,Valletta Studio in a contemporary art gallery,66313857,Alexandra,,Valletta,35.89854,14.51294,Private room,75,3,55,2021-08-19,0.81,1,85,1,
51726437,Chateau La Vallette - Grand Master's Suite,184940976,Sheldon,,Valletta,35.90067,14.51544,Private room,111,1,2,2021-10-02,0.56,9,352,2,
44072368,Chateau La Vallette: Tritoni Suite,162228587,Robert,,Valletta,35.89952,14.51582,Private room,126,1,0,,,49,0,0,
44375664,Central Valletta Rituals Spa and Massage Suite 401,354844784,Valhalla,,Valletta,35.89981,14.50986,Private room,65,1,24,2021-09-15,1.45,8,360,4,
28753436,Kampnar City Living Suite 4,191888158,Claudine,,Valletta,35.90078,14.51414,Private room,70,1,2,2021-07-08,0.07,10,241,1,
52646396,Deluxe apartment @TheVincentValletta,424423774,Bojan,,Valletta,35.90143,14.51724,Private room,171,1,0,,,4,361,0,
9480469,A home within the walls of culture,49140554,Consiglia,,Valletta,35.89898,14.5167,Private room,140,3,3,2021-11-07,0.71,2,355,3,
42133417,Valletta Prestige room (Victoria),182758043,Charles Andrew,,Valletta,35.89673,14.51386,Private room,192,1,0,,,10,363,0,
52646529,Superior Penthouse @TheVincent Valletta,424423774,Bojan,,Valletta,35.8999,14.51747,Private room,191,1,0,,,4,364,0,
7860205,Valletta Merkanti Suites,1008571,The Warehouse Group Letting,,Valletta,35.89558,14.51103,Entire home/apt,114,3,55,2021-12-27,0.73,10,327,4,
